,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
5538,29,technician,married,secondary,no,344,yes,yes,unknown,may,279,2,0,unknown,no
5539,44,management,married,tertiary,no,105,yes,no,unknown,may,1529,2,0,unknown,no
5540,42,blue-collar,married,secondary,no,634,yes,no,cellular,jul,256,2,0,unknown,no
5541,45,housemaid,married,primary,no,317,yes,no,cellular,apr,325,2,0,unknown,no
5542,57,housemaid,married,primary,no,2234,no,no,unknown,jun,201,5,0,unknown,no
5543,36,blue-collar,married,primary,no,223,yes,no,unknown,jul,12,3,0,unknown,no
5544,49,technician,married,primary,no,230,yes,no,unknown,may,96,1,0,unknown,no
5545,30,technician,single,tertiary,no,0,no,no,cellular,sep,214,2,0,unknown,no
5546,48,management,divorced,tertiary,no,313,no,no,cellular,may,208,1,0,unknown,no
5547,32,services,married,secondary,no,289,yes,no,cellular,feb,63,1,2,failure,no
5548,35,technician,married,secondary,no,0,yes,no,cellular,apr,139,1,0,unknown,no
5549,40,entrepreneur,married,primary,no,3676,yes,yes,unknown,may,101,1,0,unknown,no
5550,32,housemaid,married,primary,no,-184,yes,no,cellular,feb,129,2,1,failure,no
5551,37,admin.,single,tertiary,no,3954,yes,no,cellular,aug,87,1,2,failure,no
5552,37,management,married,tertiary,no,2951,no,no,cellular,nov,101,3,0,unknown,no
5553,43,management,married,tertiary,no,78,yes,no,cellular,nov,36,1,1,other,no
5554,48,technician,married,secondary,no,1526,no,no,cellular,aug,273,2,0,unknown,no
5555,36,technician,married,secondary,no,0,yes,no,cellular,jul,193,5,0,unknown,no
5556,33,unemployed,single,secondary,no,233,yes,no,unknown,may,221,4,0,unknown,no
5557,33,management,married,secondary,no,67,yes,yes,unknown,may,316,4,0,unknown,no
5558,36,services,single,primary,no,38,no,no,unknown,jun,308,4,0,unknown,no
5559,65,retired,married,tertiary,no,1948,no,no,cellular,feb,102,2,0,unknown,no
5560,50,housemaid,married,primary,no,5296,no,no,cellular,nov,64,7,0,unknown,no
5561,34,management,single,tertiary,no,612,no,no,cellular,apr,192,1,0,unknown,no
5562,35,entrepreneur,married,secondary,no,4872,yes,no,cellular,may,34,3,0,unknown,no
5563,32,management,single,tertiary,no,131,yes,no,cellular,aug,112,1,1,other,no
5564,34,technician,single,secondary,no,4943,yes,yes,cellular,nov,117,2,0,unknown,no
5565,34,blue-collar,married,secondary,no,-257,yes,no,cellular,may,160,1,4,failure,no
5566,33,blue-collar,married,primary,no,331,yes,no,unknown,may,139,3,0,unknown,no
5567,45,blue-collar,married,secondary,no,105,yes,yes,unknown,may,119,1,0,unknown,no
5568,35,blue-collar,married,secondary,no,1160,no,yes,telephone,nov,62,1,0,unknown,no
5569,53,technician,married,secondary,no,4930,no,yes,cellular,feb,228,2,0,unknown,no
5570,39,services,divorced,primary,no,471,yes,no,unknown,may,161,2,0,unknown,no
5571,38,blue-collar,married,secondary,no,35,yes,no,unknown,may,130,2,0,unknown,no
5572,35,management,single,tertiary,no,1750,yes,no,cellular,oct,422,1,4,success,no
5573,52,blue-collar,married,secondary,no,5275,no,yes,cellular,jul,1029,3,0,unknown,no
5574,30,technician,single,secondary,no,728,yes,no,cellular,feb,393,1,1,other,no
5575,37,self-employed,married,tertiary,no,0,no,no,unknown,jun,143,1,0,unknown,no
5576,33,self-employed,married,tertiary,no,263,no,no,cellular,nov,79,4,3,failure,no
5577,52,management,married,tertiary,no,601,yes,no,unknown,may,249,2,0,unknown,no
5578,29,admin.,married,secondary,no,6429,yes,yes,cellular,may,535,1,2,failure,no
5579,28,admin.,single,secondary,no,1076,yes,no,unknown,jun,537,5,0,unknown,no
5580,37,blue-collar,married,secondary,no,-57,yes,yes,cellular,may,55,5,0,unknown,no
5581,33,admin.,single,tertiary,no,2,no,no,cellular,jan,132,2,0,unknown,no
5582,32,technician,married,tertiary,no,514,yes,no,unknown,may,414,2,0,unknown,no
5583,25,blue-collar,single,secondary,no,-375,yes,no,cellular,jul,61,2,0,unknown,no
5584,37,technician,married,secondary,no,28,no,no,cellular,aug,101,2,0,unknown,no
5585,34,management,single,tertiary,no,404,yes,no,cellular,feb,10,6,0,unknown,no
5586,40,unemployed,married,secondary,no,3430,yes,no,cellular,nov,1855,3,0,unknown,no
5587,40,management,married,secondary,no,99,no,no,cellular,feb,15,5,0,unknown,no
5588,38,services,married,secondary,no,2669,yes,no,cellular,apr,208,2,0,unknown,no
5589,39,management,single,tertiary,no,202,yes,no,cellular,may,59,1,1,other,no
5590,37,management,single,unknown,no,715,yes,no,unknown,may,247,2,0,unknown,no
5591,35,blue-collar,married,secondary,no,674,yes,no,unknown,may,274,2,0,unknown,no
5592,33,management,single,tertiary,no,312,no,no,cellular,aug,271,1,3,failure,no
5593,38,management,married,tertiary,no,1463,yes,no,cellular,aug,425,4,0,unknown,no
5594,37,management,married,tertiary,no,789,yes,yes,cellular,aug,93,1,2,other,no
5595,29,unemployed,single,tertiary,no,7,no,no,cellular,may,51,1,1,failure,no
5596,42,services,married,primary,no,473,yes,no,cellular,jan,54,1,0,unknown,no
5597,45,management,divorced,tertiary,no,3150,yes,no,cellular,nov,101,2,0,unknown,no
5598,42,services,married,tertiary,no,12223,yes,no,cellular,nov,36,1,0,unknown,no
5599,33,blue-collar,married,secondary,no,1541,yes,no,unknown,may,423,2,0,unknown,no
5600,35,blue-collar,single,secondary,no,142,yes,no,cellular,may,266,2,1,failure,no
5601,30,technician,single,tertiary,no,3,yes,no,unknown,may,174,1,0,unknown,no
5602,31,blue-collar,single,secondary,no,1207,yes,no,cellular,apr,163,2,0,unknown,no
5603,45,technician,married,secondary,no,351,yes,no,telephone,aug,18,2,0,unknown,no
5604,44,admin.,divorced,secondary,no,777,yes,no,cellular,may,517,3,2,failure,no
5605,31,services,married,primary,no,997,yes,no,cellular,feb,256,1,3,failure,no
5606,30,admin.,married,secondary,no,15,yes,no,unknown,may,257,1,0,unknown,no
5607,54,management,married,tertiary,no,2819,no,no,cellular,aug,123,3,0,unknown,no
5608,35,blue-collar,married,secondary,no,126,yes,no,cellular,apr,472,1,0,unknown,no
5609,36,admin.,married,secondary,no,953,yes,no,cellular,feb,38,1,0,unknown,no
5610,55,housemaid,married,primary,no,10,no,no,cellular,feb,174,3,0,unknown,no
5611,45,management,married,tertiary,yes,-577,yes,yes,cellular,jul,204,1,0,unknown,no
5612,30,unemployed,single,tertiary,no,1159,no,no,cellular,aug,95,1,1,success,no
5613,57,unemployed,married,secondary,no,1350,no,no,cellular,jun,131,1,1,failure,no
5614,59,housemaid,married,primary,no,88,yes,no,cellular,jul,63,5,0,unknown,no
5615,47,blue-collar,married,primary,no,-245,yes,yes,unknown,jun,67,4,0,unknown,no
5616,34,technician,single,secondary,no,161,no,yes,cellular,aug,61,2,0,unknown,no
5617,46,unemployed,divorced,secondary,no,41,yes,no,unknown,may,249,4,0,unknown,no
5618,56,services,divorced,secondary,no,450,no,no,unknown,jun,47,1,0,unknown,no
5619,24,student,single,unknown,no,782,no,no,cellular,may,12,7,1,other,no
5620,40,admin.,married,secondary,no,-666,yes,no,unknown,may,107,2,0,unknown,no
5621,50,management,married,tertiary,no,-151,yes,no,cellular,nov,63,2,0,unknown,no
5622,31,blue-collar,married,primary,no,55,yes,yes,cellular,apr,340,2,0,unknown,no
5623,37,management,married,tertiary,no,-666,yes,no,cellular,nov,204,2,0,unknown,no
5624,45,blue-collar,married,secondary,no,87,yes,no,cellular,may,96,1,3,failure,no
5625,45,management,married,primary,no,4629,no,no,telephone,apr,285,2,0,unknown,no
5626,36,blue-collar,single,primary,no,2176,yes,no,unknown,may,52,2,0,unknown,no
5627,57,management,married,tertiary,no,3431,yes,no,cellular,nov,55,2,1,failure,no
5628,39,management,married,tertiary,no,208,no,no,cellular,aug,170,4,0,unknown,no
5629,47,services,married,secondary,no,0,yes,no,cellular,jul,173,1,0,unknown,no
5630,44,services,divorced,secondary,no,240,yes,no,unknown,may,155,2,0,unknown,no
5631,39,admin.,married,secondary,no,1388,yes,no,cellular,jul,150,5,0,unknown,no
5632,40,services,married,secondary,no,5807,yes,no,unknown,jun,98,1,0,unknown,no
5633,48,management,divorced,secondary,no,17,yes,no,cellular,nov,195,1,0,unknown,no
5634,56,services,married,secondary,no,0,no,no,cellular,aug,112,4,0,unknown,no
5635,50,blue-collar,single,primary,no,1743,yes,no,unknown,jun,49,5,0,unknown,no
5636,29,services,single,secondary,no,1008,yes,no,unknown,may,426,9,0,unknown,no
5637,33,technician,single,secondary,no,151,yes,no,cellular,apr,104,3,6,failure,no
5638,57,blue-collar,married,unknown,no,3196,no,no,cellular,aug,161,4,0,unknown,no
5639,54,management,married,tertiary,no,1411,no,no,cellular,aug,56,2,0,unknown,no
5640,64,retired,divorced,secondary,no,630,no,no,cellular,aug,97,1,0,unknown,no
5641,61,retired,married,primary,no,0,yes,yes,telephone,aug,280,13,0,unknown,no
5642,36,blue-collar,married,secondary,no,561,yes,no,unknown,jun,198,2,0,unknown,no
5643,50,management,married,secondary,no,0,yes,no,unknown,may,94,4,0,unknown,no
5644,30,technician,single,secondary,no,281,no,no,cellular,aug,105,2,0,unknown,no
5645,40,technician,married,secondary,no,40,yes,no,cellular,nov,73,1,0,unknown,no
5646,40,management,married,tertiary,no,0,no,no,cellular,jul,109,8,0,unknown,no
5647,30,admin.,divorced,primary,no,1032,yes,no,unknown,may,52,5,0,unknown,no
5648,55,management,divorced,tertiary,no,-207,no,no,cellular,feb,211,1,0,unknown,no
5649,59,housemaid,married,primary,no,235,no,no,cellular,aug,119,2,0,unknown,no
5650,37,admin.,married,tertiary,no,0,yes,no,cellular,nov,65,2,1,failure,no
5651,53,services,married,secondary,no,367,yes,yes,cellular,jan,155,1,2,failure,no
5652,56,management,married,tertiary,no,505,yes,yes,cellular,may,221,1,3,failure,no
5653,33,services,married,secondary,no,804,yes,yes,unknown,may,266,1,0,unknown,no
5654,49,services,married,secondary,no,-301,yes,no,cellular,may,187,4,0,unknown,no
5655,47,technician,married,tertiary,yes,-813,yes,yes,unknown,jun,179,25,0,unknown,no
5656,34,admin.,married,secondary,no,79,yes,no,unknown,may,83,1,0,unknown,no
5657,33,blue-collar,married,primary,no,50,yes,no,cellular,may,246,2,0,unknown,no
5658,31,blue-collar,single,secondary,no,1205,yes,no,cellular,apr,462,1,2,other,no
5659,44,technician,single,secondary,no,365,yes,no,unknown,may,169,2,0,unknown,no
5660,50,admin.,married,secondary,no,-1415,no,no,cellular,aug,358,2,0,unknown,no
5661,39,admin.,single,secondary,no,223,no,no,cellular,feb,277,1,0,unknown,no
5662,41,management,married,tertiary,no,1897,yes,no,unknown,may,335,3,0,unknown,no
5663,33,management,married,tertiary,no,22867,yes,no,cellular,aug,73,1,2,failure,no
5664,40,housemaid,married,secondary,no,949,no,no,cellular,aug,182,1,0,unknown,no
5665,42,services,married,secondary,no,1165,yes,no,cellular,may,485,6,0,unknown,no
5666,37,management,divorced,secondary,no,1655,yes,no,cellular,may,178,1,2,failure,no
5667,56,blue-collar,married,unknown,no,260,yes,no,telephone,jul,250,2,0,unknown,no
5668,49,blue-collar,divorced,primary,no,0,yes,no,cellular,jul,468,2,0,unknown,no
5669,35,entrepreneur,single,tertiary,no,-880,no,yes,cellular,jul,77,3,0,unknown,no
5670,41,management,divorced,tertiary,no,107,yes,no,cellular,jul,122,17,0,unknown,no
5671,52,blue-collar,married,primary,no,1624,no,no,unknown,jun,114,3,0,unknown,no
5672,33,technician,single,tertiary,no,1257,yes,no,cellular,jul,66,1,0,unknown,no
5673,40,admin.,single,unknown,no,355,yes,no,cellular,apr,345,2,6,other,no
5674,44,blue-collar,divorced,secondary,no,579,yes,no,unknown,may,198,2,0,unknown,no
5675,39,blue-collar,married,secondary,no,1403,no,no,cellular,may,214,8,2,failure,no
5676,39,blue-collar,married,primary,no,-176,no,no,cellular,jul,176,1,0,unknown,no
5677,28,management,single,secondary,no,-513,no,yes,cellular,jul,95,8,0,unknown,no
5678,45,technician,single,secondary,no,586,no,yes,cellular,jul,32,3,0,unknown,no
5679,63,retired,divorced,primary,no,1840,no,no,cellular,mar,71,3,0,unknown,no
5680,32,technician,single,tertiary,no,720,no,no,cellular,aug,234,4,0,unknown,no
5681,28,blue-collar,single,secondary,no,97,yes,no,unknown,may,67,1,0,unknown,no
5682,36,management,single,tertiary,no,13,no,yes,cellular,nov,106,1,0,unknown,no
5683,34,admin.,divorced,secondary,no,140,yes,no,cellular,may,81,2,1,failure,no
5684,45,blue-collar,married,secondary,no,521,yes,no,unknown,jun,259,3,0,unknown,no
5685,30,blue-collar,married,secondary,no,364,yes,yes,cellular,feb,331,1,0,unknown,no
5686,59,blue-collar,married,primary,no,416,no,no,unknown,jun,92,3,0,unknown,no
5687,54,housemaid,married,primary,no,3304,no,yes,cellular,jul,90,7,0,unknown,no
5688,47,unknown,married,unknown,no,1880,no,no,unknown,jun,64,2,0,unknown,no
5689,41,admin.,single,tertiary,no,982,no,no,cellular,jul,105,1,0,unknown,no
5690,35,technician,divorced,secondary,no,0,no,no,cellular,aug,124,4,0,unknown,no
5691,38,services,married,secondary,no,173,yes,no,unknown,may,130,2,0,unknown,no
5692,36,technician,married,tertiary,no,911,yes,yes,cellular,may,275,3,0,unknown,no
5693,39,admin.,single,unknown,no,0,yes,no,cellular,may,62,1,0,unknown,no
5694,48,management,divorced,unknown,no,549,yes,no,unknown,may,427,1,0,unknown,no
5695,42,blue-collar,married,primary,no,704,yes,yes,telephone,jul,88,10,0,unknown,no
5696,24,blue-collar,single,secondary,no,476,yes,no,unknown,jun,161,1,0,unknown,no
5697,57,retired,married,secondary,no,3738,yes,no,cellular,apr,220,1,7,success,no
5698,35,unknown,married,primary,no,634,no,no,cellular,jul,185,2,0,unknown,no
5699,32,management,single,tertiary,no,1134,no,no,cellular,aug,85,4,0,unknown,no
5700,26,blue-collar,single,secondary,no,-128,no,yes,cellular,jul,392,2,0,unknown,no
5701,27,technician,married,secondary,no,7102,yes,no,unknown,may,141,9,0,unknown,no
5702,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,feb,112,2,0,unknown,no
5703,32,blue-collar,single,primary,no,1918,yes,no,cellular,may,318,1,1,failure,no
5704,48,self-employed,single,unknown,no,0,no,no,unknown,jun,453,1,0,unknown,no
5705,43,blue-collar,married,primary,no,250,yes,no,cellular,may,144,5,16,failure,no
5706,30,student,single,tertiary,no,31,yes,no,cellular,may,23,1,0,unknown,no
5707,28,technician,single,secondary,no,631,no,no,cellular,apr,835,7,0,unknown,no
5708,32,management,married,tertiary,no,62,yes,no,cellular,may,166,1,0,unknown,no
5709,26,self-employed,married,tertiary,no,479,yes,no,cellular,feb,133,3,0,unknown,no
5710,38,blue-collar,single,secondary,no,1121,no,no,unknown,jun,203,1,0,unknown,no
5711,30,services,single,unknown,no,138,yes,no,cellular,apr,187,1,0,unknown,no
5712,33,management,single,tertiary,no,0,yes,no,telephone,may,399,2,5,other,no
5713,37,services,divorced,secondary,no,239,yes,no,unknown,may,140,2,0,unknown,no
5714,47,management,married,tertiary,no,866,no,no,unknown,jun,7,7,0,unknown,no
5715,36,technician,married,secondary,no,1466,yes,no,unknown,may,441,1,0,unknown,no
5716,48,housemaid,married,secondary,no,3570,no,no,cellular,jun,58,2,0,unknown,no
5717,47,technician,divorced,secondary,no,440,no,no,cellular,jan,147,1,0,unknown,no
5718,34,entrepreneur,single,tertiary,no,714,yes,no,unknown,may,166,4,0,unknown,no
5719,28,blue-collar,married,primary,no,674,yes,no,telephone,may,921,4,0,unknown,no
5720,54,housemaid,married,primary,no,127,no,no,cellular,aug,176,4,0,unknown,no
5721,33,management,married,secondary,no,588,yes,no,cellular,may,11,5,0,unknown,no
5722,41,entrepreneur,divorced,tertiary,no,-413,yes,no,unknown,may,170,2,0,unknown,no
5723,41,admin.,single,secondary,no,882,yes,yes,unknown,may,145,2,0,unknown,no
5724,42,management,married,tertiary,no,877,yes,no,unknown,may,238,1,0,unknown,no
5725,32,admin.,married,secondary,no,337,no,no,cellular,may,51,3,1,failure,no
5726,47,self-employed,married,tertiary,no,192,no,no,telephone,jul,120,6,0,unknown,no
5727,36,technician,married,primary,no,3350,yes,no,cellular,apr,86,1,3,other,no
5728,34,management,married,tertiary,no,99,no,yes,cellular,feb,264,2,0,unknown,no
5729,36,management,married,tertiary,no,806,yes,no,cellular,feb,106,2,1,failure,no
5730,50,management,married,tertiary,no,6739,yes,no,cellular,jul,68,3,0,unknown,no
5731,53,admin.,married,primary,no,228,yes,no,unknown,may,97,1,0,unknown,no
5732,49,blue-collar,married,primary,no,-232,no,yes,cellular,aug,106,2,0,unknown,no
5733,39,technician,single,secondary,no,556,yes,no,unknown,may,322,1,0,unknown,no
5734,47,management,married,tertiary,no,761,yes,no,cellular,jul,80,2,0,unknown,no
5735,57,retired,married,primary,no,207,yes,no,unknown,may,193,1,0,unknown,no
5736,30,unemployed,married,secondary,no,221,no,no,cellular,aug,61,4,0,unknown,no
5737,54,admin.,married,secondary,no,865,yes,no,cellular,nov,71,1,0,unknown,no
5738,35,management,single,tertiary,no,0,no,no,cellular,aug,276,5,0,unknown,no
5739,47,technician,divorced,secondary,no,1851,yes,no,unknown,may,140,2,0,unknown,no
5740,38,entrepreneur,married,secondary,no,-272,no,yes,unknown,jun,143,2,0,unknown,no
5741,40,admin.,married,secondary,no,367,yes,no,telephone,feb,89,1,1,failure,no
5742,51,blue-collar,married,primary,no,0,no,no,cellular,nov,85,1,0,unknown,no
5743,51,blue-collar,married,primary,no,230,yes,no,unknown,may,673,1,0,unknown,no
5744,57,housemaid,married,primary,no,0,no,no,cellular,aug,189,2,0,unknown,no
5745,41,blue-collar,married,secondary,no,1954,no,no,cellular,nov,65,1,2,success,no
5746,31,entrepreneur,single,secondary,no,379,yes,no,cellular,jul,570,2,0,unknown,no
5747,59,retired,single,secondary,yes,-341,no,yes,cellular,jul,94,3,0,unknown,no
5748,26,services,single,primary,no,179,yes,yes,cellular,jul,333,4,0,unknown,no
5749,41,technician,married,tertiary,no,13,no,no,unknown,jun,189,2,0,unknown,no
5750,39,management,married,tertiary,no,839,no,yes,cellular,oct,365,2,11,failure,no
5751,25,blue-collar,single,secondary,no,192,no,no,telephone,jul,112,2,0,unknown,no
5752,33,management,single,tertiary,no,576,no,no,cellular,may,220,1,2,other,no
5753,35,management,single,tertiary,no,643,yes,no,unknown,may,322,1,0,unknown,no
5754,49,management,married,tertiary,no,342,no,no,cellular,jan,433,2,1,failure,no
5755,31,blue-collar,married,secondary,no,1329,yes,yes,unknown,may,134,1,0,unknown,no
5756,40,unemployed,married,secondary,no,219,yes,no,unknown,may,357,1,0,unknown,no
5757,32,management,married,tertiary,no,141,yes,no,cellular,may,78,3,9,success,no
5758,42,blue-collar,married,primary,no,402,no,no,cellular,may,31,7,17,failure,no
5759,33,technician,married,tertiary,no,8023,no,no,cellular,nov,107,1,3,failure,no
5760,48,admin.,married,secondary,no,1131,no,yes,cellular,may,49,1,0,unknown,no
5761,28,student,single,secondary,no,1925,no,no,cellular,feb,139,1,3,success,no
5762,43,blue-collar,single,primary,no,0,no,no,unknown,may,71,3,0,unknown,no
5763,30,blue-collar,single,secondary,no,103,yes,no,cellular,apr,2053,2,1,other,no
5764,41,admin.,married,secondary,no,1395,yes,yes,cellular,may,85,1,2,failure,no
5765,55,management,married,primary,no,621,no,yes,cellular,feb,114,1,1,failure,no
5766,55,management,married,tertiary,no,1161,yes,no,cellular,nov,8,6,0,unknown,no
5767,54,management,married,unknown,no,24,no,no,cellular,jul,12,10,0,unknown,no
5768,55,retired,married,primary,no,2,no,no,unknown,jun,392,4,0,unknown,no
5769,57,technician,married,secondary,no,295,no,no,cellular,aug,151,11,0,unknown,no
5770,27,blue-collar,single,secondary,no,-208,yes,no,unknown,may,127,2,0,unknown,no
5771,28,management,married,tertiary,no,258,no,yes,cellular,apr,93,1,0,unknown,no
5772,51,management,divorced,tertiary,no,119,no,no,cellular,nov,200,1,2,failure,no
5773,27,management,single,secondary,no,967,yes,no,unknown,may,162,1,0,unknown,no
5774,40,blue-collar,divorced,secondary,no,-90,yes,no,unknown,may,130,1,0,unknown,no
5775,56,retired,married,secondary,no,0,no,no,cellular,jan,413,2,0,unknown,no
5776,35,services,married,secondary,no,0,yes,no,cellular,jul,251,3,0,unknown,no
5777,47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,nov,125,1,0,unknown,no
5778,49,blue-collar,married,primary,no,23,yes,no,unknown,may,247,1,0,unknown,no
5779,35,management,single,tertiary,no,2486,yes,no,cellular,may,265,1,0,unknown,no
5780,50,admin.,divorced,secondary,no,81,no,yes,cellular,nov,64,1,0,unknown,no
5781,55,housemaid,married,primary,no,1563,yes,no,cellular,nov,128,2,0,unknown,no
5782,56,blue-collar,married,secondary,no,1602,yes,no,unknown,may,427,1,0,unknown,no
5783,35,technician,single,secondary,no,2144,yes,no,unknown,may,188,2,0,unknown,no
5784,42,blue-collar,married,secondary,no,273,no,no,unknown,jun,315,1,0,unknown,no
5785,34,blue-collar,married,primary,no,455,yes,no,unknown,jun,372,3,0,unknown,no
5786,40,services,single,secondary,no,1038,no,no,unknown,jun,741,1,0,unknown,no
5787,33,services,married,secondary,no,-384,yes,no,cellular,jul,125,1,0,unknown,no
5788,33,management,married,tertiary,no,307,no,no,unknown,may,806,4,0,unknown,no
5789,59,retired,divorced,secondary,no,93,no,no,unknown,may,193,2,0,unknown,no
5790,51,housemaid,divorced,primary,no,127,no,no,unknown,sep,69,1,0,unknown,no
5791,47,services,married,secondary,no,-150,no,no,cellular,aug,52,4,0,unknown,no
5792,48,management,married,tertiary,no,20718,yes,no,unknown,may,125,1,0,unknown,no
5793,31,admin.,single,tertiary,no,-218,yes,no,unknown,jun,227,15,0,unknown,no
5794,39,blue-collar,married,secondary,no,5222,yes,no,cellular,nov,239,2,1,failure,no
5795,52,admin.,married,secondary,no,484,yes,no,unknown,may,128,1,0,unknown,no
5796,28,technician,single,tertiary,no,75,yes,yes,cellular,may,233,2,0,unknown,no
5797,56,technician,divorced,secondary,no,1480,yes,yes,cellular,feb,576,1,0,unknown,no
5798,47,services,married,secondary,no,1111,no,no,unknown,jun,415,4,0,unknown,no
5799,77,retired,divorced,primary,no,639,no,no,telephone,apr,127,7,0,unknown,no
5800,39,blue-collar,single,secondary,no,29,yes,no,unknown,may,214,2,0,unknown,no
5801,31,services,single,secondary,no,6374,yes,no,unknown,may,922,2,0,unknown,no
5802,39,management,married,secondary,no,363,yes,yes,cellular,jul,184,1,0,unknown,no
5803,32,blue-collar,married,primary,no,-94,yes,yes,cellular,may,308,1,0,unknown,no
5804,59,admin.,married,secondary,no,92,yes,no,cellular,may,139,2,1,failure,no
5805,42,unknown,married,unknown,no,222,no,no,cellular,aug,80,16,0,unknown,no
5806,50,technician,married,primary,no,249,yes,no,unknown,may,129,1,0,unknown,no
5807,44,services,married,secondary,no,1450,yes,no,cellular,apr,356,1,2,failure,no
5808,47,housemaid,married,tertiary,no,2290,no,no,cellular,apr,54,1,0,unknown,no
5809,51,technician,married,tertiary,no,0,no,no,telephone,nov,81,1,0,unknown,no
5810,34,technician,married,secondary,no,1026,no,no,cellular,nov,319,1,6,failure,no
5811,36,management,married,primary,no,3953,yes,no,cellular,nov,277,1,0,unknown,no
5812,32,blue-collar,single,primary,no,1426,yes,no,cellular,nov,114,1,0,unknown,no
5813,28,blue-collar,single,secondary,no,53,yes,no,cellular,may,93,1,0,unknown,no
5814,34,management,married,tertiary,no,160,yes,yes,cellular,jul,130,1,0,unknown,no
5815,40,management,single,tertiary,no,171,no,no,cellular,aug,1241,3,0,unknown,no
5816,49,management,married,tertiary,no,3237,yes,no,unknown,may,232,3,0,unknown,no
5817,30,self-employed,single,secondary,no,192,no,no,cellular,jul,423,1,0,unknown,no
5818,56,self-employed,married,tertiary,yes,0,no,no,cellular,nov,122,1,0,unknown,no
5819,28,management,single,tertiary,no,385,no,yes,cellular,feb,79,4,7,failure,no
5820,31,blue-collar,married,secondary,no,2591,yes,no,cellular,nov,55,1,0,unknown,no
5821,28,blue-collar,single,secondary,no,39,no,no,cellular,jul,22,7,0,unknown,no
5822,53,technician,married,primary,no,44,no,no,unknown,jun,256,1,0,unknown,no
5823,38,management,married,tertiary,no,5432,yes,yes,cellular,apr,707,1,2,failure,no
5824,54,retired,divorced,tertiary,no,349,yes,no,cellular,may,176,2,1,failure,no
5825,36,management,single,tertiary,no,20,yes,no,cellular,apr,766,2,3,other,no
5826,60,retired,divorced,tertiary,no,381,yes,no,cellular,apr,208,2,4,failure,no
5827,40,management,married,secondary,no,4025,yes,no,cellular,jul,107,4,0,unknown,no
5828,50,admin.,single,secondary,no,167,no,yes,cellular,jul,201,3,0,unknown,no
5829,28,management,single,tertiary,no,278,no,yes,cellular,jan,194,1,0,unknown,no
5830,33,blue-collar,married,secondary,no,263,yes,no,unknown,may,206,3,0,unknown,no
5831,53,retired,married,secondary,no,4968,no,no,cellular,may,109,1,2,failure,no
5832,38,technician,married,secondary,no,581,yes,no,unknown,may,79,1,0,unknown,no
5833,34,management,single,tertiary,no,682,no,no,cellular,aug,472,3,0,unknown,no
5834,41,unknown,married,unknown,no,779,no,no,cellular,jul,647,10,0,unknown,no
5835,64,retired,married,tertiary,no,2139,no,no,cellular,oct,632,2,0,unknown,no
5836,45,management,married,secondary,no,5888,yes,no,unknown,may,45,5,0,unknown,no
5837,38,technician,married,secondary,no,0,yes,yes,cellular,jul,146,4,0,unknown,no
5838,57,management,married,tertiary,no,3431,yes,no,unknown,may,73,1,0,unknown,no
5839,34,management,married,tertiary,no,188,no,no,cellular,may,399,1,0,unknown,no
5840,36,blue-collar,single,primary,no,3214,yes,no,unknown,jun,124,2,0,unknown,no
5841,30,admin.,married,secondary,no,873,yes,no,telephone,nov,119,1,3,success,no
5842,32,blue-collar,married,secondary,no,-32,yes,no,cellular,may,145,1,0,unknown,no
5843,42,blue-collar,married,secondary,no,1958,yes,no,unknown,may,124,3,0,unknown,no
5844,35,admin.,married,secondary,yes,76,no,yes,unknown,jun,107,1,0,unknown,no
5845,42,technician,married,secondary,no,1013,no,yes,cellular,aug,117,8,0,unknown,no
5846,50,entrepreneur,married,secondary,no,2731,no,no,cellular,aug,111,2,0,unknown,no
5847,38,management,married,secondary,no,93,no,no,unknown,jul,515,2,0,unknown,no
5848,38,self-employed,married,secondary,no,173,no,no,cellular,aug,205,4,0,unknown,no
5849,55,management,married,primary,no,384,no,no,telephone,feb,75,1,0,unknown,no
5850,60,housemaid,married,unknown,no,491,no,no,cellular,aug,503,4,0,unknown,no
5851,33,management,married,tertiary,no,728,yes,no,cellular,aug,275,5,0,unknown,no
5852,30,technician,single,secondary,no,411,yes,no,cellular,apr,948,1,0,unknown,no
5853,30,management,single,tertiary,no,265,no,no,cellular,nov,295,1,3,success,no
5854,51,management,married,tertiary,no,-3,no,no,cellular,aug,79,2,0,unknown,no
5855,37,management,married,tertiary,no,586,yes,no,cellular,jul,141,2,0,unknown,no
5856,37,blue-collar,married,primary,no,-196,yes,no,unknown,may,166,2,0,unknown,no
5857,45,blue-collar,married,primary,no,700,yes,no,telephone,may,29,4,0,unknown,no
5858,37,blue-collar,married,secondary,no,-67,no,no,cellular,feb,157,1,0,unknown,no
5859,48,management,married,tertiary,no,1600,no,no,cellular,nov,448,1,0,unknown,no
5860,42,services,married,secondary,no,508,yes,no,unknown,may,70,1,0,unknown,no
5861,49,technician,married,primary,no,486,no,no,telephone,jul,229,5,0,unknown,no
5862,36,management,single,tertiary,no,243,yes,no,cellular,may,160,2,3,failure,no
5863,54,self-employed,married,secondary,no,203,yes,no,telephone,jul,238,8,0,unknown,no
5864,52,management,married,tertiary,no,1944,yes,no,cellular,apr,238,3,2,failure,no
