age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
59,retired,single,secondary,yes,-298,no,yes,cellular,jul,90,3,0,unknown,no
35,blue-collar,married,primary,no,-139,no,no,cellular,jul,76,4,0,unknown,no
32,housemaid,married,secondary,no,254,no,no,cellular,aug,431,2,0,unknown,no
46,blue-collar,married,primary,no,262,yes,no,unknown,may,285,1,0,unknown,no
53,management,married,tertiary,no,554,yes,yes,telephone,may,56,5,0,unknown,no
34,admin.,single,secondary,no,355,yes,no,cellular,jul,541,2,0,unknown,yes
46,management,married,tertiary,no,113,no,no,cellular,oct,137,1,0,unknown,yes
30,unemployed,married,secondary,no,190,yes,no,unknown,may,357,4,0,unknown,no
57,management,married,tertiary,no,2781,yes,no,telephone,apr,1155,5,0,unknown,yes
40,admin.,single,tertiary,no,114,no,no,cellular,aug,474,2,0,unknown,yes
33,management,single,tertiary,no,2100,yes,no,cellular,aug,967,6,0,unknown,yes
47,unknown,married,unknown,no,358,no,no,cellular,apr,894,2,2,failure,yes
81,retired,divorced,unknown,no,8946,no,no,telephone,nov,245,2,0,unknown,no
18,student,single,secondary,no,-153,no,no,cellular,aug,148,2,0,unknown,no
31,management,single,tertiary,no,1088,no,no,cellular,aug,1146,3,0,unknown,no
50,unemployed,married,secondary,no,3768,no,no,cellular,jun,264,4,0,unknown,yes
30,admin.,divorced,secondary,no,372,yes,no,unknown,may,165,1,0,unknown,no
18,student,single,unknown,no,25,no,no,cellular,feb,61,1,1,success,yes
60,self-employed,married,secondary,no,1670,no,no,cellular,aug,61,11,0,unknown,no
48,admin.,married,primary,no,3849,yes,yes,telephone,jul,1043,9,0,unknown,yes
35,management,single,tertiary,no,510,yes,no,unknown,may,310,1,0,unknown,no
80,retired,married,secondary,no,2895,no,no,cellular,nov,241,5,0,unknown,yes
30,technician,married,secondary,no,-131,yes,no,cellular,may,44,3,0,unknown,no
30,blue-collar,single,secondary,no,444,no,no,cellular,feb,188,3,0,unknown,no
30,management,single,tertiary,no,1057,no,no,cellular,aug,188,3,2,success,yes
30,blue-collar,married,primary,no,-293,yes,no,cellular,jul,366,2,0,unknown,no
21,student,single,secondary,no,2718,no,no,cellular,jun,298,6,3,success,yes
34,technician,married,tertiary,no,88,no,no,cellular,jun,132,1,0,unknown,yes
30,technician,married,secondary,no,697,no,no,cellular,jan,140,2,0,unknown,no
32,admin.,single,tertiary,no,679,yes,no,cellular,apr,108,2,2,other,yes
32,blue-collar,married,secondary,yes,-28,yes,no,unknown,may,454,1,0,unknown,no
33,management,single,tertiary,no,14,no,no,telephone,aug,559,6,0,unknown,yes
34,technician,single,secondary,no,836,yes,no,unknown,may,247,1,0,unknown,no
38,services,married,tertiary,no,674,yes,no,cellular,may,258,2,0,unknown,no
39,self-employed,married,tertiary,no,1155,no,no,unknown,jun,523,1,0,unknown,yes
50,unemployed,married,secondary,no,13935,no,no,cellular,nov,223,1,2,failure,no
40,admin.,married,secondary,no,2472,yes,no,cellular,may,433,1,1,failure,yes
39,unemployed,divorced,secondary,no,34,yes,no,unknown,may,90,1,2,other,yes
28,blue-collar,married,primary,no,-43,yes,yes,cellular,jul,665,4,0,unknown,no
62,entrepreneur,married,tertiary,no,2651,no,no,telephone,nov,57,4,0,unknown,no
33,management,married,tertiary,no,212,yes,no,unknown,may,318,4,0,unknown,no
38,technician,divorced,secondary,no,210,yes,yes,cellular,apr,83,1,0,unknown,no
40,housemaid,divorced,primary,no,-15,yes,no,cellular,nov,237,3,4,other,no
45,blue-collar,divorced,primary,no,462,yes,yes,cellular,may,1074,1,0,unknown,yes
27,technician,single,secondary,no,9,no,no,unknown,may,168,1,0,unknown,no
40,blue-collar,married,primary,no,-56,yes,no,unknown,may,82,3,0,unknown,no
52,management,single,unknown,no,1080,no,no,cellular,feb,143,5,1,failure,no
37,management,married,tertiary,no,11445,no,no,unknown,jun,407,1,0,unknown,no
40,entrepreneur,divorced,tertiary,no,133,no,no,unknown,jun,619,1,0,unknown,no
59,entrepreneur,married,primary,no,267,yes,no,cellular,nov,543,3,7,failure,no
37,unemployed,married,secondary,no,331,yes,no,telephone,feb,37,6,0,unknown,no
57,admin.,married,unknown,no,1488,no,no,cellular,aug,111,22,0,unknown,no
51,unemployed,married,secondary,no,331,no,no,cellular,aug,729,1,0,unknown,yes
29,technician,single,tertiary,no,96,no,no,cellular,jul,663,3,0,unknown,yes
59,blue-collar,married,primary,no,269,no,no,unknown,jun,48,3,0,unknown,no
34,management,married,tertiary,no,454,no,no,cellular,jun,233,3,0,unknown,yes
30,technician,married,secondary,no,230,yes,no,unknown,jun,96,1,0,unknown,no
48,management,married,tertiary,no,-149,yes,no,cellular,sep,208,2,6,failure,yes
30,entrepreneur,married,secondary,no,2616,yes,no,unknown,jun,151,2,0,unknown,no
27,student,single,secondary,no,3607,no,no,cellular,mar,109,3,1,other,no
37,management,single,tertiary,no,413,no,no,unknown,jun,1142,1,0,unknown,yes
44,admin.,married,secondary,no,-41,no,no,cellular,jul,206,1,0,unknown,no
52,technician,married,secondary,no,170,yes,yes,cellular,feb,69,1,0,unknown,yes
52,services,married,secondary,no,1051,no,no,cellular,aug,783,2,0,unknown,yes
31,admin.,divorced,secondary,no,179,yes,yes,unknown,may,303,1,0,unknown,no
36,self-employed,single,tertiary,no,373,no,no,cellular,feb,232,1,0,unknown,no
38,services,married,primary,no,98,yes,no,cellular,nov,966,2,0,unknown,no
45,blue-collar,married,secondary,no,634,yes,no,telephone,may,17,7,0,unknown,no
45,technician,married,secondary,no,2802,yes,no,cellular,jul,291,2,1,success,yes
44,management,single,tertiary,yes,139,yes,no,cellular,nov,122,2,0,unknown,no
30,technician,single,secondary,no,1533,yes,no,unknown,may,362,2,0,unknown,no
44,blue-collar,single,secondary,no,73,no,no,cellular,apr,98,1,0,unknown,yes
32,management,married,tertiary,no,303,no,no,cellular,aug,98,2,0,unknown,no
38,admin.,married,secondary,no,719,no,no,cellular,apr,509,4,0,unknown,yes
55,admin.,married,secondary,no,1830,no,no,cellular,jun,62,2,0,unknown,yes
30,admin.,single,secondary,no,-289,no,no,cellular,jul,557,9,0,unknown,yes
49,technician,married,primary,no,807,no,no,telephone,jul,26,2,0,unknown,no
58,admin.,single,secondary,no,2347,no,no,cellular,aug,1072,1,0,unknown,yes
46,blue-collar,married,secondary,no,1016,yes,no,telephone,nov,285,2,0,unknown,no
34,management,single,tertiary,no,6149,yes,no,cellular,mar,204,1,0,unknown,yes
43,self-employed,single,tertiary,no,3013,yes,no,cellular,may,866,4,0,unknown,yes
41,technician,married,secondary,no,225,no,yes,cellular,jul,49,8,0,unknown,no
47,technician,married,secondary,no,1581,yes,no,cellular,may,257,1,2,failure,no
31,services,single,secondary,no,-96,yes,no,cellular,may,54,1,0,unknown,no
43,services,divorced,secondary,no,5498,no,no,unknown,jun,164,1,0,unknown,no
47,management,married,tertiary,no,1775,yes,yes,cellular,aug,1254,1,0,unknown,yes
26,technician,single,secondary,no,296,no,yes,cellular,jul,550,2,0,unknown,yes
34,services,single,secondary,no,1493,yes,no,cellular,jul,40,2,0,unknown,no
35,management,single,tertiary,no,-47,no,no,unknown,jun,1082,1,0,unknown,yes
49,management,married,tertiary,no,17,yes,no,cellular,feb,12,6,0,unknown,no
26,technician,single,secondary,no,289,no,no,cellular,oct,711,3,0,unknown,yes
41,management,married,tertiary,no,299,yes,no,unknown,may,529,2,0,unknown,no
56,services,married,secondary,no,511,yes,no,unknown,may,50,7,0,unknown,no
51,blue-collar,married,secondary,no,1036,yes,no,telephone,apr,347,4,0,unknown,no
46,admin.,married,secondary,no,1014,yes,yes,cellular,feb,180,1,1,failure,no
59,blue-collar,married,primary,no,-88,no,no,unknown,jun,126,1,0,unknown,no
40,services,married,secondary,no,-72,yes,no,unknown,may,368,1,0,unknown,no
36,blue-collar,divorced,secondary,no,2698,no,no,cellular,aug,184,1,0,unknown,yes
31,management,single,tertiary,no,3717,yes,no,unknown,may,114,1,0,unknown,no
50,self-employed,married,secondary,no,9824,no,no,cellular,aug,653,2,0,unknown,yes
58,blue-collar,married,primary,no,-540,no,no,cellular,aug,1171,6,0,unknown,yes
35,management,single,tertiary,no,1063,yes,no,unknown,may,864,2,0,unknown,yes
56,blue-collar,married,primary,no,3115,no,no,cellular,jun,482,2,0,unknown,yes
28,management,single,tertiary,no,-64,no,no,cellular,jun,192,1,1,success,yes
43,admin.,married,secondary,no,465,no,no,cellular,jul,776,8,0,unknown,yes
55,blue-collar,married,primary,no,-55,yes,yes,unknown,may,136,1,0,unknown,no
32,management,single,tertiary,no,5952,yes,no,cellular,nov,43,2,1,failure,no
33,blue-collar,single,secondary,no,758,no,no,cellular,jan,419,2,2,other,no
64,retired,married,primary,no,777,no,no,cellular,feb,453,1,0,unknown,yes
30,management,single,tertiary,no,907,no,no,cellular,jan,253,2,0,unknown,no
45,technician,married,secondary,no,3523,no,yes,cellular,jun,156,2,1,success,yes
35,management,married,tertiary,no,108,no,no,cellular,jan,260,2,0,unknown,yes
45,blue-collar,married,primary,no,52,no,no,cellular,apr,90,1,0,unknown,no
33,services,single,secondary,no,284,yes,no,unknown,jun,142,2,0,unknown,no
56,services,married,secondary,no,172,no,no,cellular,aug,124,4,0,unknown,no
26,student,single,secondary,no,37,no,no,cellular,feb,1214,2,0,unknown,yes
48,management,married,secondary,no,-193,yes,no,telephone,jul,82,2,0,unknown,no
54,management,single,secondary,no,594,no,no,cellular,jul,110,2,0,unknown,no
52,management,divorced,tertiary,no,-61,yes,yes,cellular,may,241,1,0,unknown,no
30,blue-collar,single,secondary,no,-105,no,no,unknown,may,200,3,0,unknown,no
56,technician,married,tertiary,no,1048,no,no,unknown,jun,26,2,0,unknown,no
33,blue-collar,single,primary,no,-59,yes,no,cellular,apr,248,1,0,unknown,no
50,technician,married,secondary,no,-12,yes,yes,cellular,jul,79,4,0,unknown,no
29,blue-collar,single,secondary,no,159,no,no,unknown,jun,456,1,6,other,yes
56,admin.,married,secondary,no,369,no,no,unknown,may,1441,1,0,unknown,yes
33,admin.,single,secondary,no,671,yes,no,cellular,apr,339,1,2,failure,yes
45,management,married,tertiary,no,1312,no,no,cellular,jul,125,3,0,unknown,no
38,technician,married,secondary,no,-97,yes,no,cellular,nov,57,5,1,success,no
29,management,single,tertiary,no,-156,yes,no,cellular,may,157,1,1,failure,no
33,management,married,tertiary,no,2223,no,no,cellular,aug,106,2,0,unknown,no
30,technician,single,secondary,no,276,yes,no,cellular,may,61,1,0,unknown,no
26,entrepreneur,single,secondary,no,-32,yes,no,cellular,feb,844,1,1,failure,yes
31,technician,married,secondary,no,2092,yes,no,cellular,nov,165,1,0,unknown,no
40,services,married,secondary,no,-255,no,yes,unknown,jun,192,1,0,unknown,no
51,management,married,tertiary,yes,107,no,yes,cellular,jul,207,6,0,unknown,no
34,blue-collar,married,secondary,no,-483,yes,yes,unknown,may,19,3,0,unknown,no
52,blue-collar,married,primary,no,46,yes,no,unknown,may,677,1,0,unknown,no
29,services,single,secondary,no,13,yes,no,cellular,may,13,2,0,unknown,no
74,retired,married,primary,no,1675,no,no,telephone,jan,746,2,1,success,yes
27,unemployed,single,tertiary,no,3150,no,no,cellular,jan,547,1,0,unknown,no
82,retired,married,primary,no,669,no,no,telephone,jun,885,1,1,failure,yes
35,management,married,tertiary,no,968,yes,no,cellular,apr,242,1,0,unknown,no
36,management,married,tertiary,no,255,no,no,cellular,may,989,2,2,other,yes
45,technician,single,tertiary,no,176,no,no,cellular,aug,104,4,0,unknown,no
29,management,single,tertiary,no,922,no,no,cellular,feb,204,1,0,unknown,no
27,management,single,tertiary,no,869,yes,no,unknown,may,744,1,0,unknown,yes
31,admin.,single,secondary,no,-92,yes,no,unknown,may,245,1,0,unknown,no
42,retired,divorced,primary,no,-76,yes,no,unknown,may,1169,2,0,unknown,yes
73,retired,divorced,primary,no,2427,no,no,telephone,mar,168,2,0,unknown,yes
32,management,married,tertiary,no,-17,yes,no,cellular,may,166,1,0,unknown,no
28,technician,married,secondary,no,759,no,no,cellular,may,223,1,0,unknown,yes
34,technician,single,secondary,no,-22,yes,no,unknown,may,337,4,0,unknown,no
37,self-employed,married,secondary,no,1641,no,no,cellular,jul,633,2,0,unknown,yes
34,admin.,single,secondary,no,1632,yes,no,cellular,may,851,1,0,unknown,yes
39,admin.,single,secondary,no,2302,no,no,telephone,oct,239,1,0,unknown,yes
46,housemaid,divorced,primary,no,1998,yes,no,cellular,jul,1101,2,0,unknown,yes
35,management,married,primary,no,1554,no,no,cellular,aug,310,3,0,unknown,yes
31,entrepreneur,married,tertiary,no,1192,no,no,cellular,aug,141,4,0,unknown,no
36,management,single,tertiary,no,535,no,no,cellular,aug,191,8,1,failure,yes
74,retired,divorced,primary,no,28812,no,no,cellular,jun,313,5,4,other,yes
26,blue-collar,single,primary,no,590,yes,no,cellular,jul,540,2,0,unknown,yes
30,unemployed,single,secondary,no,313,no,no,cellular,jan,138,1,1,other,no
33,services,married,secondary,no,221,no,no,cellular,may,281,1,5,success,yes
33,blue-collar,married,secondary,no,306,yes,no,unknown,jun,163,2,0,unknown,no
28,student,single,secondary,no,110,yes,no,cellular,may,54,1,0,unknown,no
45,blue-collar,single,secondary,no,443,yes,no,cellular,oct,301,1,3,failure,no
53,retired,married,secondary,no,390,yes,no,unknown,may,580,2,0,unknown,no
30,technician,married,tertiary,no,275,yes,yes,unknown,jun,691,3,0,unknown,yes
33,management,single,tertiary,no,185,no,no,cellular,jul,120,6,4,failure,no
50,admin.,married,secondary,no,114,no,yes,cellular,jul,59,1,0,unknown,no
32,blue-collar,married,secondary,yes,-177,yes,no,unknown,may,422,1,0,unknown,no
36,housemaid,married,tertiary,no,2860,no,no,cellular,jan,41,1,0,unknown,no
56,retired,married,unknown,no,327,no,no,cellular,apr,193,2,3,failure,yes
25,admin.,single,tertiary,no,560,yes,no,cellular,jul,271,1,0,unknown,yes
47,services,married,secondary,no,-277,yes,no,cellular,jul,165,1,0,unknown,no
39,housemaid,married,primary,no,210,yes,no,cellular,jul,385,3,0,unknown,no
29,management,single,tertiary,no,12853,yes,no,cellular,jul,939,1,3,success,yes
33,management,single,tertiary,no,468,no,no,cellular,oct,1239,2,0,unknown,yes
48,admin.,single,secondary,no,4050,no,no,cellular,jan,776,4,0,unknown,yes
42,blue-collar,married,primary,no,223,yes,yes,unknown,jun,688,2,0,unknown,yes
41,unknown,married,unknown,no,821,no,no,cellular,jul,644,10,0,unknown,no
25,blue-collar,single,secondary,no,-360,yes,no,unknown,may,454,1,0,unknown,no
31,technician,single,tertiary,no,885,no,no,cellular,nov,208,3,0,unknown,no
45,management,married,tertiary,no,1847,no,no,cellular,feb,82,1,1,success,yes
33,blue-collar,single,unknown,no,242,yes,yes,cellular,apr,467,1,1,failure,yes
37,blue-collar,married,secondary,no,116,no,no,cellular,feb,173,1,0,unknown,no
32,self-employed,single,tertiary,no,2377,no,no,cellular,jul,901,1,0,unknown,yes
47,management,married,tertiary,no,495,yes,no,unknown,may,65,4,0,unknown,no
49,management,married,tertiary,no,1305,no,no,cellular,aug,723,6,0,unknown,yes
62,retired,divorced,primary,no,168,no,no,cellular,nov,400,2,0,unknown,yes
39,admin.,single,secondary,no,315,no,no,cellular,feb,252,1,0,unknown,no
41,entrepreneur,married,primary,no,200,no,no,cellular,jul,429,2,1,other,yes
25,management,single,secondary,no,1305,yes,no,cellular,jul,350,2,0,unknown,no
47,blue-collar,married,primary,no,872,no,no,cellular,aug,1004,1,0,unknown,yes
34,services,married,secondary,no,1345,yes,no,unknown,jun,114,5,0,unknown,no
42,housemaid,single,primary,no,5353,yes,no,unknown,may,51,2,0,unknown,no
29,unknown,single,unknown,no,92,no,no,cellular,oct,436,1,1,success,yes
80,housemaid,married,primary,no,143,no,no,cellular,feb,606,1,1,failure,yes
29,student,single,secondary,no,2304,no,no,telephone,oct,171,1,0,unknown,yes
44,blue-collar,married,unknown,no,1394,yes,no,cellular,apr,375,1,0,unknown,yes
32,management,single,secondary,no,586,yes,no,unknown,may,377,2,0,unknown,no
65,retired,married,secondary,no,1044,no,no,cellular,nov,270,1,2,failure,yes
26,technician,single,secondary,no,128,no,yes,cellular,jan,189,1,1,success,yes
55,services,single,secondary,no,236,yes,no,unknown,may,191,2,0,unknown,no
47,management,single,tertiary,no,375,yes,no,cellular,mar,366,1,8,failure,yes
53,management,married,tertiary,no,2216,yes,no,cellular,apr,239,3,2,failure,no
79,retired,married,secondary,no,744,no,no,telephone,jul,377,1,0,unknown,yes
36,technician,divorced,secondary,no,3450,yes,no,cellular,nov,127,1,0,unknown,no
34,technician,divorced,tertiary,no,30,no,yes,cellular,feb,102,1,2,failure,no
38,unemployed,married,primary,no,7092,yes,no,cellular,jul,409,1,1,failure,yes
60,admin.,married,tertiary,no,1559,no,no,cellular,mar,182,1,0,unknown,yes
31,technician,married,secondary,no,568,yes,no,unknown,may,241,3,0,unknown,no
30,blue-collar,married,secondary,no,-689,yes,no,cellular,may,416,4,0,unknown,no
28,self-employed,single,tertiary,no,2301,no,no,cellular,may,429,1,0,unknown,yes
47,blue-collar,married,secondary,no,3734,yes,no,cellular,nov,631,3,2,failure,no
27,blue-collar,single,secondary,no,23,no,no,cellular,feb,582,2,0,unknown,no
32,admin.,married,secondary,no,160,no,no,unknown,may,5,1,0,unknown,no
46,admin.,married,secondary,no,220,yes,no,cellular,apr,158,4,2,success,yes
31,admin.,married,secondary,no,3425,yes,no,cellular,nov,435,1,0,unknown,no
36,blue-collar,married,primary,no,661,yes,no,unknown,may,651,2,0,unknown,yes
25,self-employed,single,tertiary,no,2437,no,no,cellular,apr,133,1,0,unknown,yes
50,technician,married,tertiary,no,2929,no,no,cellular,apr,199,2,0,unknown,yes
46,management,married,tertiary,no,3862,no,no,cellular,aug,82,2,0,unknown,no
41,technician,divorced,secondary,no,1498,yes,no,cellular,aug,151,2,0,unknown,no
36,blue-collar,single,primary,no,2200,yes,no,unknown,may,57,2,0,unknown,no
26,blue-collar,single,secondary,no,876,yes,yes,unknown,may,100,5,0,unknown,no
25,technician,single,tertiary,no,85,no,no,cellular,jul,415,1,0,unknown,no
32,technician,single,secondary,no,-427,yes,yes,cellular,may,660,2,6,failure,yes
42,blue-collar,single,primary,no,4949,no,no,unknown,jun,971,1,0,unknown,yes
42,services,married,secondary,no,576,yes,no,cellular,apr,632,4,3,failure,yes
49,admin.,single,tertiary,no,-134,yes,no,cellular,sep,253,2,2,success,yes
30,services,single,primary,no,-5,yes,yes,cellular,nov,707,1,0,unknown,yes
50,management,married,tertiary,no,174,no,yes,unknown,jun,144,3,0,unknown,no
30,management,single,tertiary,no,-15,no,no,cellular,mar,271,1,0,unknown,no
32,admin.,single,secondary,no,261,yes,no,unknown,may,222,4,0,unknown,no
53,management,married,tertiary,no,6583,no,no,cellular,feb,246,1,0,unknown,yes
60,retired,married,secondary,no,2981,no,no,cellular,oct,190,1,0,unknown,yes
52,management,married,tertiary,no,1624,no,no,cellular,apr,288,3,3,success,yes
55,admin.,married,secondary,no,8356,no,no,cellular,jun,161,1,0,unknown,yes
51,technician,married,secondary,no,1376,no,yes,unknown,jun,416,4,0,unknown,no
25,admin.,single,secondary,no,95,yes,no,cellular,may,8,4,6,other,no
23,student,single,secondary,no,427,no,no,cellular,aug,503,2,0,unknown,yes
23,management,single,tertiary,no,2272,no,no,cellular,mar,155,2,0,unknown,yes
39,technician,married,secondary,no,2312,no,no,cellular,feb,206,4,0,unknown,yes
32,unemployed,married,unknown,no,792,no,no,cellular,feb,71,5,0,unknown,no
42,admin.,married,secondary,no,-155,yes,no,cellular,apr,482,4,0,unknown,no
50,admin.,married,secondary,no,107,yes,no,cellular,jul,413,7,0,unknown,no
60,retired,married,secondary,no,1969,no,no,cellular,aug,424,1,0,unknown,yes
41,technician,single,tertiary,no,20,no,no,cellular,jul,1841,2,0,unknown,yes
32,admin.,married,secondary,no,-2,no,yes,cellular,jul,44,2,0,unknown,no
41,management,married,tertiary,no,388,yes,no,cellular,aug,682,2,0,unknown,yes
38,admin.,married,secondary,no,87,yes,no,cellular,jun,213,1,2,success,yes
44,blue-collar,single,primary,no,1420,no,yes,unknown,jun,158,1,0,unknown,no
35,entrepreneur,married,secondary,no,1643,yes,no,cellular,nov,85,3,0,unknown,no
51,housemaid,married,primary,no,10758,no,no,cellular,sep,304,1,0,unknown,yes
33,admin.,single,tertiary,no,219,yes,no,cellular,jun,335,1,2,failure,yes
51,technician,married,secondary,no,58,no,no,cellular,feb,439,2,0,unknown,yes
30,services,married,tertiary,no,150,no,no,cellular,apr,140,1,0,unknown,yes
48,technician,married,secondary,no,430,yes,no,unknown,jun,333,4,0,unknown,no
18,student,single,primary,no,676,no,no,cellular,nov,206,1,1,success,yes
26,admin.,married,secondary,no,5177,no,yes,cellular,jul,222,2,0,unknown,no
41,management,married,tertiary,no,1145,no,no,cellular,aug,186,1,0,unknown,yes
26,technician,single,secondary,no,372,no,yes,cellular,nov,426,2,0,unknown,yes
32,blue-collar,married,secondary,no,496,yes,no,cellular,may,501,2,0,unknown,yes
33,admin.,married,secondary,no,-202,yes,no,cellular,apr,632,1,1,failure,no
49,entrepreneur,divorced,tertiary,no,280,no,no,cellular,jul,273,5,0,unknown,no
48,technician,divorced,secondary,no,246,no,no,cellular,aug,137,2,0,unknown,no
41,technician,married,secondary,no,9266,no,no,cellular,aug,87,4,0,unknown,no
29,admin.,single,secondary,no,-350,yes,yes,unknown,jun,216,1,0,unknown,no
37,admin.,divorced,tertiary,no,4525,no,no,cellular,jun,220,1,2,success,yes
34,technician,married,secondary,no,5614,yes,no,cellular,apr,374,3,7,failure,no
32,services,married,secondary,no,916,yes,yes,cellular,nov,333,1,0,unknown,no
36,entrepreneur,single,secondary,no,-153,yes,no,cellular,may,326,1,0,unknown,yes
46,admin.,married,secondary,no,186,no,no,cellular,aug,239,1,0,unknown,yes
37,services,married,secondary,no,339,yes,no,cellular,jan,178,1,0,unknown,no
51,self-employed,single,secondary,no,281,no,no,cellular,oct,1697,2,0,unknown,yes
33,management,married,tertiary,no,117,no,no,cellular,apr,495,2,3,failure,yes
42,technician,divorced,secondary,no,-13,yes,no,unknown,may,469,2,0,unknown,no
21,student,single,secondary,no,-255,no,no,cellular,oct,152,1,0,unknown,yes
52,admin.,married,secondary,no,10499,no,no,cellular,feb,164,2,1,success,yes
38,admin.,single,secondary,no,-215,no,yes,unknown,jun,146,1,0,unknown,no
40,blue-collar,single,primary,no,1519,yes,no,cellular,apr,6,3,1,failure,no
56,management,single,tertiary,no,6480,yes,yes,cellular,jan,135,1,1,failure,no
35,blue-collar,married,secondary,yes,-816,yes,yes,cellular,jul,139,2,0,unknown,no
50,management,single,tertiary,no,5516,no,no,cellular,aug,444,1,3,failure,yes
53,unemployed,married,secondary,no,4874,no,no,cellular,may,315,1,0,unknown,no
36,management,married,tertiary,no,598,yes,no,cellular,feb,108,2,1,failure,no
37,housemaid,married,secondary,no,155,no,no,unknown,jun,157,1,0,unknown,no
43,management,divorced,tertiary,no,1281,no,no,cellular,aug,89,2,0,unknown,no
29,technician,single,tertiary,no,2579,yes,no,telephone,feb,324,2,0,unknown,yes
39,self-employed,divorced,secondary,no,-20,yes,no,unknown,may,237,2,0,unknown,no
35,services,married,secondary,no,791,yes,no,telephone,jul,108,14,0,unknown,no
37,admin.,single,secondary,no,231,yes,no,cellular,may,29,2,5,failure,no
66,retired,married,secondary,no,871,no,no,cellular,feb,139,2,0,unknown,yes
42,blue-collar,divorced,primary,no,3551,no,no,cellular,nov,1159,1,0,unknown,yes
53,retired,married,primary,no,313,yes,no,unknown,may,262,2,0,unknown,no
70,retired,divorced,primary,no,408,no,no,telephone,jul,407,1,3,success,yes
47,student,single,unknown,no,-12,no,no,telephone,jul,120,8,0,unknown,no
34,blue-collar,married,tertiary,no,17500,no,no,cellular,nov,560,1,0,unknown,no
60,technician,married,secondary,no,162,no,no,cellular,may,517,2,4,failure,yes
50,housemaid,married,unknown,no,368,no,no,telephone,jul,311,3,0,unknown,no
43,management,married,tertiary,no,-273,yes,no,cellular,feb,257,2,0,unknown,no
25,blue-collar,single,secondary,no,132,no,yes,cellular,jul,712,2,0,unknown,yes
24,student,single,secondary,no,3779,no,no,cellular,apr,939,4,7,failure,yes
32,technician,divorced,secondary,no,78,yes,yes,unknown,may,221,4,0,unknown,no
39,management,married,tertiary,no,234,yes,no,cellular,apr,179,2,3,failure,no
71,retired,married,primary,no,4720,no,no,cellular,feb,116,5,0,unknown,yes
53,technician,married,tertiary,no,708,yes,no,cellular,jul,182,1,0,unknown,no
51,blue-collar,married,secondary,no,1087,no,no,telephone,apr,14,2,0,unknown,no
42,unknown,single,unknown,yes,-45,no,no,unknown,jun,112,1,0,unknown,no
31,admin.,single,secondary,no,683,yes,no,cellular,apr,97,2,0,unknown,no
53,unemployed,married,secondary,no,587,yes,no,unknown,may,104,2,0,unknown,no
30,services,married,secondary,no,-413,yes,no,cellular,may,1364,3,0,unknown,no
53,management,married,tertiary,no,1329,yes,no,cellular,nov,360,2,4,failure,no
31,technician,single,secondary,no,172,yes,no,unknown,may,368,1,0,unknown,no
30,blue-collar,married,secondary,no,2774,yes,no,unknown,may,1382,2,0,unknown,yes
36,technician,single,secondary,no,7488,yes,no,telephone,may,196,1,1,failure,no
49,blue-collar,married,secondary,no,221,yes,no,cellular,feb,386,3,0,unknown,no
31,blue-collar,married,secondary,no,478,yes,yes,cellular,feb,32,4,0,unknown,no
35,self-employed,single,tertiary,no,522,no,no,cellular,aug,567,1,0,unknown,yes
27,technician,single,tertiary,no,11603,no,no,cellular,oct,567,2,13,other,yes
46,housemaid,divorced,primary,no,-140,no,no,cellular,jul,87,5,0,unknown,no
32,blue-collar,single,secondary,no,37,no,no,cellular,sep,220,1,2,other,yes
46,management,married,tertiary,no,208,yes,no,cellular,feb,90,4,6,success,yes
40,housemaid,married,primary,no,419,no,no,cellular,aug,8,20,0,unknown,no
30,management,single,tertiary,no,46,no,no,cellular,aug,81,4,0,unknown,no
32,technician,single,tertiary,no,146,yes,no,unknown,may,209,1,0,unknown,no
31,admin.,married,secondary,no,177,no,no,cellular,jun,318,1,0,unknown,yes
32,student,single,tertiary,no,376,no,no,cellular,nov,588,2,0,unknown,no
50,technician,married,secondary,no,1835,no,no,telephone,jul,418,8,0,unknown,no
30,admin.,single,secondary,no,375,yes,yes,unknown,may,1023,1,0,unknown,yes
33,technician,married,secondary,no,-18,yes,yes,telephone,mar,176,4,0,unknown,no
28,services,single,secondary,no,112,no,yes,cellular,jul,227,1,0,unknown,no
46,technician,married,secondary,yes,263,no,no,unknown,may,52,3,0,unknown,no
29,technician,married,secondary,no,265,yes,no,unknown,jun,119,1,0,unknown,no
47,technician,married,secondary,no,-43,no,no,unknown,nov,59,1,0,unknown,no
30,technician,married,tertiary,no,449,no,no,cellular,aug,961,12,0,unknown,yes
52,unemployed,divorced,secondary,no,393,no,no,cellular,dec,409,2,0,unknown,yes
41,unemployed,married,tertiary,no,4,no,no,cellular,oct,349,3,0,unknown,yes
27,services,single,secondary,no,1226,no,no,telephone,dec,805,1,11,success,yes
35,admin.,divorced,secondary,no,686,yes,no,unknown,jun,891,1,0,unknown,yes
35,management,single,tertiary,no,206,no,no,cellular,aug,380,2,0,unknown,yes
30,student,single,tertiary,no,5091,no,no,cellular,jun,167,3,0,unknown,no
59,retired,divorced,tertiary,no,201,yes,no,cellular,apr,193,2,4,failure,no
28,technician,divorced,secondary,no,238,yes,no,cellular,may,341,1,1,failure,no
56,admin.,married,unknown,no,1763,no,no,cellular,aug,633,1,2,failure,yes
33,management,single,tertiary,no,393,no,no,cellular,sep,387,2,4,success,yes
35,management,single,tertiary,no,4034,yes,no,cellular,apr,1100,3,8,failure,no
